donorCell	donor	cellp1	cellp2	cell
NA18859.02272018.B09	NA18859	02272018	B09	02272018-B09
NA18505.02272018.B10	NA18505	02272018	B10	02272018-B10
NA18505.02272018.B12	NA18505	02272018	B12	02272018-B12
NA18859.02272018.C02	NA18859	02272018	C02	02272018-C02
NA19193.02272018.C03	NA19193	02272018	C03	02272018-C03
NA18505.02272018.C04	NA18505	02272018	C04	02272018-C04
NA19204.02272018.C05	NA19204	02272018	C05	02272018-C05
NA18859.02272018.C06	NA18859	02272018	C06	02272018-C06
NA18859.02272018.C07	NA18859	02272018	C07	02272018-C07
NA18859.02272018.C08	NA18859	02272018	C08	02272018-C08
NA18859.02272018.C09	NA18859	02272018	C09	02272018-C09
NA19204.02272018.C11	NA19204	02272018	C11	02272018-C11
NA19204.02272018.C12	NA19204	02272018	C12	02272018-C12
NA19193.02272018.D02	NA19193	02272018	D02	02272018-D02
NA18505.02272018.D03	NA18505	02272018	D03	02272018-D03
NA18859.02272018.D05	NA18859	02272018	D05	02272018-D05
NA19193.02272018.D06	NA19193	02272018	D06	02272018-D06
NA18859.02272018.D08	NA18859	02272018	D08	02272018-D08
NA19204.02272018.D11	NA19204	02272018	D11	02272018-D11
NA18505.02272018.E02	NA18505	02272018	E02	02272018-E02
NA18505.02272018.E03	NA18505	02272018	E03	02272018-E03
NA19204.02272018.E04	NA19204	02272018	E04	02272018-E04
NA18505.02272018.E05	NA18505	02272018	E05	02272018-E05
NA19204.02272018.E06	NA19204	02272018	E06	02272018-E06
NA19204.02272018.E07	NA19204	02272018	E07	02272018-E07
NA19204.02272018.E08	NA19204	02272018	E08	02272018-E08
NA19204.02272018.E09	NA19204	02272018	E09	02272018-E09
NA19193.02272018.E10	NA19193	02272018	E10	02272018-E10
NA19193.02272018.E11	NA19193	02272018	E11	02272018-E11
NA18505.02272018.E12	NA18505	02272018	E12	02272018-E12
NA19204.02272018.F01	NA19204	02272018	F01	02272018-F01
NA19204.02272018.F02	NA19204	02272018	F02	02272018-F02
NA19193.02272018.F05	NA19193	02272018	F05	02272018-F05
NA19204.02272018.F06	NA19204	02272018	F06	02272018-F06
NA19204.02272018.F07	NA19204	02272018	F07	02272018-F07
NA18505.02272018.F08	NA18505	02272018	F08	02272018-F08
NA18859.02272018.F09	NA18859	02272018	F09	02272018-F09
NA19204.02272018.F11	NA19204	02272018	F11	02272018-F11
NA18859.02272018.G01	NA18859	02272018	G01	02272018-G01
NA18859.02272018.G03	NA18859	02272018	G03	02272018-G03
NA18859.02272018.G04	NA18859	02272018	G04	02272018-G04
NA19204.02272018.G05	NA19204	02272018	G05	02272018-G05
NA19193.02272018.G06	NA19193	02272018	G06	02272018-G06
NA18505.02272018.G07	NA18505	02272018	G07	02272018-G07
NA18859.02272018.G08	NA18859	02272018	G08	02272018-G08
NA19204.02272018.G09	NA19204	02272018	G09	02272018-G09
NA18505.02272018.G10	NA18505	02272018	G10	02272018-G10
NA18859.02272018.G12	NA18859	02272018	G12	02272018-G12
NA19204.02272018.H01	NA19204	02272018	H01	02272018-H01
NA19204.02272018.H03	NA19204	02272018	H03	02272018-H03
NA18505.02272018.H04	NA18505	02272018	H04	02272018-H04
NA19204.02272018.H06	NA19204	02272018	H06	02272018-H06
NA18859.02272018.H07	NA18859	02272018	H07	02272018-H07
NA19193.02272018.H08	NA19193	02272018	H08	02272018-H08
NA19193.02272018.H09	NA19193	02272018	H09	02272018-H09
NA19204.02272018.H10	NA19204	02272018	H10	02272018-H10
NA18859.02272018.H12	NA18859	02272018	H12	02272018-H12
NA18913.02282018.A01	NA18913	02282018	A01	02282018-A01
NA18913.02282018.A02	NA18913	02282018	A02	02282018-A02
NA18913.02282018.A03	NA18913	02282018	A03	02282018-A03
NA18913.02282018.A05	NA18913	02282018	A05	02282018-A05
NA19204.02282018.A06	NA19204	02282018	A06	02282018-A06
NA18519.02282018.A08	NA18519	02282018	A08	02282018-A08
NA18913.02282018.A09	NA18913	02282018	A09	02282018-A09
NA19204.02282018.A10	NA19204	02282018	A10	02282018-A10
NA18913.02282018.A11	NA18913	02282018	A11	02282018-A11
NA19098.02282018.A12	NA19098	02282018	A12	02282018-A12
NA19098.02282018.B01	NA19098	02282018	B01	02282018-B01
NA19098.02282018.B03	NA19098	02282018	B03	02282018-B03
NA18913.02282018.B04	NA18913	02282018	B04	02282018-B04
NA19204.02282018.B07	NA19204	02282018	B07	02282018-B07
NA18913.02282018.B10	NA18913	02282018	B10	02282018-B10
NA18519.02282018.B11	NA18519	02282018	B11	02282018-B11
NA18913.02282018.B12	NA18913	02282018	B12	02282018-B12
NA19204.02282018.C01	NA19204	02282018	C01	02282018-C01
NA18519.02282018.C02	NA18519	02282018	C02	02282018-C02
NA18913.02282018.C04	NA18913	02282018	C04	02282018-C04
NA19098.02282018.C05	NA19098	02282018	C05	02282018-C05
NA19098.02282018.C06	NA19098	02282018	C06	02282018-C06
NA19204.02282018.C07	NA19204	02282018	C07	02282018-C07
NA18519.02282018.C09	NA18519	02282018	C09	02282018-C09
NA18913.02282018.C10	NA18913	02282018	C10	02282018-C10
NA18913.02282018.C11	NA18913	02282018	C11	02282018-C11
NA19098.02282018.C12	NA19098	02282018	C12	02282018-C12
NA19204.02282018.D01	NA19204	02282018	D01	02282018-D01
NA19098.02282018.D02	NA19098	02282018	D02	02282018-D02
NA19098.02282018.D03	NA19098	02282018	D03	02282018-D03
NA18913.02282018.D04	NA18913	02282018	D04	02282018-D04
NA19204.02282018.D05	NA19204	02282018	D05	02282018-D05
NA18913.02282018.D07	NA18913	02282018	D07	02282018-D07
NA19098.02282018.D08	NA19098	02282018	D08	02282018-D08
NA18913.02282018.D09	NA18913	02282018	D09	02282018-D09
NA19098.02282018.D10	NA19098	02282018	D10	02282018-D10
NA18913.02282018.D11	NA18913	02282018	D11	02282018-D11
NA19204.02282018.E01	NA19204	02282018	E01	02282018-E01
NA18519.02282018.E02	NA18519	02282018	E02	02282018-E02
NA19204.02282018.E04	NA19204	02282018	E04	02282018-E04
NA18519.02282018.E05	NA18519	02282018	E05	02282018-E05
NA19098.02282018.E06	NA19098	02282018	E06	02282018-E06
NA19098.02282018.E07	NA19098	02282018	E07	02282018-E07
NA18519.02282018.E08	NA18519	02282018	E08	02282018-E08
NA18519.02282018.E09	NA18519	02282018	E09	02282018-E09
NA19098.02282018.E10	NA19098	02282018	E10	02282018-E10
NA18913.02282018.E11	NA18913	02282018	E11	02282018-E11
NA18519.02282018.F01	NA18519	02282018	F01	02282018-F01
NA19098.02282018.F02	NA19098	02282018	F02	02282018-F02
NA18913.02282018.F03	NA18913	02282018	F03	02282018-F03
NA18519.02282018.F04	NA18519	02282018	F04	02282018-F04
NA18519.02282018.F05	NA18519	02282018	F05	02282018-F05
NA19204.02282018.F07	NA19204	02282018	F07	02282018-F07
NA19204.02282018.F09	NA19204	02282018	F09	02282018-F09
NA18913.02282018.F10	NA18913	02282018	F10	02282018-F10
NA19204.02282018.F12	NA19204	02282018	F12	02282018-F12
NA18519.02282018.G01	NA18519	02282018	G01	02282018-G01
NA19098.02282018.G02	NA19098	02282018	G02	02282018-G02
NA19204.02282018.G03	NA19204	02282018	G03	02282018-G03
NA18913.02282018.G04	NA18913	02282018	G04	02282018-G04
NA18519.02282018.G06	NA18519	02282018	G06	02282018-G06
NA18519.02282018.G07	NA18519	02282018	G07	02282018-G07
NA18913.02282018.G08	NA18913	02282018	G08	02282018-G08
NA18913.02282018.G09	NA18913	02282018	G09	02282018-G09
NA19098.02282018.G10	NA19098	02282018	G10	02282018-G10
NA19098.02282018.G11	NA19098	02282018	G11	02282018-G11
NA18913.02282018.G12	NA18913	02282018	G12	02282018-G12
NA19098.02282018.H02	NA19098	02282018	H02	02282018-H02
NA19204.02282018.H04	NA19204	02282018	H04	02282018-H04
NA18519.02282018.H06	NA18519	02282018	H06	02282018-H06
NA18913.02282018.H07	NA18913	02282018	H07	02282018-H07
NA19204.02282018.H08	NA19204	02282018	H08	02282018-H08
NA19098.02282018.H09	NA19098	02282018	H09	02282018-H09
NA18519.02282018.H10	NA18519	02282018	H10	02282018-H10
NA19098.02282018.H11	NA19098	02282018	H11	02282018-H11
NA18913.02282018.H12	NA18913	02282018	H12	02282018-H12
NA18505.03012018.A02	NA18505	03012018	A02	03012018-A02
NA18505.03012018.A03	NA18505	03012018	A03	03012018-A03
NA19203.03012018.A04	NA19203	03012018	A04	03012018-A04
NA18505.03012018.A05	NA18505	03012018	A05	03012018-A05
NA19193.03012018.A06	NA19193	03012018	A06	03012018-A06
NA18505.03012018.A07	NA18505	03012018	A07	03012018-A07
NA19159.03012018.A08	NA19159	03012018	A08	03012018-A08
NA19159.03012018.A09	NA19159	03012018	A09	03012018-A09
NA19159.03012018.A10	NA19159	03012018	A10	03012018-A10
NA19159.03012018.A11	NA19159	03012018	A11	03012018-A11
NA18505.03012018.A12	NA18505	03012018	A12	03012018-A12
NA19203.03012018.B02	NA19203	03012018	B02	03012018-B02
NA19159.03012018.B03	NA19159	03012018	B03	03012018-B03
NA19193.03012018.B05	NA19193	03012018	B05	03012018-B05
NA19203.03012018.B09	NA19203	03012018	B09	03012018-B09
NA19203.03012018.B10	NA19203	03012018	B10	03012018-B10
NA19203.03012018.B11	NA19203	03012018	B11	03012018-B11
NA19203.03012018.B12	NA19203	03012018	B12	03012018-B12
NA19203.03012018.C01	NA19203	03012018	C01	03012018-C01
NA19193.03012018.C03	NA19193	03012018	C03	03012018-C03
NA19193.03012018.C04	NA19193	03012018	C04	03012018-C04
NA19159.03012018.C05	NA19159	03012018	C05	03012018-C05
NA19159.03012018.C07	NA19159	03012018	C07	03012018-C07
NA19159.03012018.C11	NA19159	03012018	C11	03012018-C11
NA19159.03012018.C12	NA19159	03012018	C12	03012018-C12
NA19193.03012018.D01	NA19193	03012018	D01	03012018-D01
NA19159.03012018.D02	NA19159	03012018	D02	03012018-D02
NA18505.03012018.D03	NA18505	03012018	D03	03012018-D03
NA19159.03012018.D04	NA19159	03012018	D04	03012018-D04
NA19193.03012018.D05	NA19193	03012018	D05	03012018-D05
NA19193.03012018.D06	NA19193	03012018	D06	03012018-D06
NA19159.03012018.D09	NA19159	03012018	D09	03012018-D09
NA19203.03012018.D10	NA19203	03012018	D10	03012018-D10
NA19203.03012018.D11	NA19203	03012018	D11	03012018-D11
NA19193.03012018.E01	NA19193	03012018	E01	03012018-E01
NA19203.03012018.E02	NA19203	03012018	E02	03012018-E02
NA19193.03012018.E04	NA19193	03012018	E04	03012018-E04
NA19159.03012018.E06	NA19159	03012018	E06	03012018-E06
NA18505.03012018.E07	NA18505	03012018	E07	03012018-E07
NA19193.03012018.E08	NA19193	03012018	E08	03012018-E08
NA19159.03012018.E09	NA19159	03012018	E09	03012018-E09
NA19159.03012018.E12	NA19159	03012018	E12	03012018-E12
NA19159.03012018.F01	NA19159	03012018	F01	03012018-F01
NA19203.03012018.F02	NA19203	03012018	F02	03012018-F02
NA19193.03012018.F03	NA19193	03012018	F03	03012018-F03
NA19193.03012018.F04	NA19193	03012018	F04	03012018-F04
NA19203.03012018.F06	NA19203	03012018	F06	03012018-F06
NA19193.03012018.F09	NA19193	03012018	F09	03012018-F09
NA19203.03012018.F10	NA19203	03012018	F10	03012018-F10
NA19193.03012018.F11	NA19193	03012018	F11	03012018-F11
NA18505.03012018.G01	NA18505	03012018	G01	03012018-G01
NA19193.03012018.G03	NA19193	03012018	G03	03012018-G03
NA19159.03012018.G04	NA19159	03012018	G04	03012018-G04
NA19203.03012018.G05	NA19203	03012018	G05	03012018-G05
NA19159.03012018.G06	NA19159	03012018	G06	03012018-G06
NA19159.03012018.G07	NA19159	03012018	G07	03012018-G07
NA19193.03012018.G09	NA19193	03012018	G09	03012018-G09
NA19193.03012018.G10	NA19193	03012018	G10	03012018-G10
NA19203.03012018.G12	NA19203	03012018	G12	03012018-G12
NA19203.03012018.H01	NA19203	03012018	H01	03012018-H01
NA19203.03012018.H02	NA19203	03012018	H02	03012018-H02
NA19159.03012018.H04	NA19159	03012018	H04	03012018-H04
NA19193.03012018.H06	NA19193	03012018	H06	03012018-H06
NA18505.03012018.H07	NA18505	03012018	H07	03012018-H07
NA19159.03012018.H08	NA19159	03012018	H08	03012018-H08
NA19159.03012018.H09	NA19159	03012018	H09	03012018-H09
NA18505.03012018.H10	NA18505	03012018	H10	03012018-H10
NA19203.03012018.H11	NA19203	03012018	H11	03012018-H11
NA19203.03012018.H12	NA19203	03012018	H12	03012018-H12
NA19203.03052018.A01	NA19203	03052018	A01	03052018-A01
NA18517.03052018.A02	NA18517	03052018	A02	03052018-A02
NA18859.03052018.A03	NA18859	03052018	A03	03052018-A03
NA18517.03052018.A04	NA18517	03052018	A04	03052018-A04
NA18859.03052018.A06	NA18859	03052018	A06	03052018-A06
NA18859.03052018.A07	NA18859	03052018	A07	03052018-A07
NA18859.03052018.A09	NA18859	03052018	A09	03052018-A09
NA18517.03052018.A10	NA18517	03052018	A10	03052018-A10
NA19159.03052018.A11	NA19159	03052018	A11	03052018-A11
NA19203.03052018.A12	NA19203	03052018	A12	03052018-A12
NA18859.03052018.B02	NA18859	03052018	B02	03052018-B02
NA18859.03052018.B03	NA18859	03052018	B03	03052018-B03
NA19159.03052018.B04	NA19159	03052018	B04	03052018-B04
NA18859.03052018.B05	NA18859	03052018	B05	03052018-B05
NA18517.03052018.B07	NA18517	03052018	B07	03052018-B07
NA19203.03052018.B08	NA19203	03052018	B08	03052018-B08
NA18517.03052018.B09	NA18517	03052018	B09	03052018-B09
NA18859.03052018.B10	NA18859	03052018	B10	03052018-B10
NA19203.03052018.B11	NA19203	03052018	B11	03052018-B11
NA18517.03052018.B12	NA18517	03052018	B12	03052018-B12
NA19203.03052018.C02	NA19203	03052018	C02	03052018-C02
NA18859.03052018.C04	NA18859	03052018	C04	03052018-C04
NA18517.03052018.C06	NA18517	03052018	C06	03052018-C06
NA18517.03052018.C07	NA18517	03052018	C07	03052018-C07
NA19203.03052018.C09	NA19203	03052018	C09	03052018-C09
NA19159.03052018.C10	NA19159	03052018	C10	03052018-C10
NA18859.03052018.C11	NA18859	03052018	C11	03052018-C11
NA19203.03052018.D01	NA19203	03052018	D01	03052018-D01
NA19203.03052018.D02	NA19203	03052018	D02	03052018-D02
NA18517.03052018.D03	NA18517	03052018	D03	03052018-D03
NA18517.03052018.D04	NA18517	03052018	D04	03052018-D04
NA18859.03052018.D05	NA18859	03052018	D05	03052018-D05
NA19203.03052018.D06	NA19203	03052018	D06	03052018-D06
NA18859.03052018.D08	NA18859	03052018	D08	03052018-D08
NA19159.03052018.D09	NA19159	03052018	D09	03052018-D09
NA18859.03052018.D10	NA18859	03052018	D10	03052018-D10
NA19159.03052018.D11	NA19159	03052018	D11	03052018-D11
NA18859.03052018.D12	NA18859	03052018	D12	03052018-D12
NA19203.03052018.E01	NA19203	03052018	E01	03052018-E01
NA19159.03052018.E02	NA19159	03052018	E02	03052018-E02
NA19203.03052018.E03	NA19203	03052018	E03	03052018-E03
NA19203.03052018.E04	NA19203	03052018	E04	03052018-E04
NA18517.03052018.E05	NA18517	03052018	E05	03052018-E05
NA19203.03052018.E06	NA19203	03052018	E06	03052018-E06
NA18859.03052018.E08	NA18859	03052018	E08	03052018-E08
NA18859.03052018.E09	NA18859	03052018	E09	03052018-E09
NA18517.03052018.E10	NA18517	03052018	E10	03052018-E10
NA19203.03052018.E12	NA19203	03052018	E12	03052018-E12
NA19203.03052018.F02	NA19203	03052018	F02	03052018-F02
NA18859.03052018.F03	NA18859	03052018	F03	03052018-F03
NA18859.03052018.F04	NA18859	03052018	F04	03052018-F04
NA18859.03052018.F05	NA18859	03052018	F05	03052018-F05
NA19203.03052018.F07	NA19203	03052018	F07	03052018-F07
NA19159.03052018.F09	NA19159	03052018	F09	03052018-F09
NA18859.03052018.F11	NA18859	03052018	F11	03052018-F11
NA18859.03052018.F12	NA18859	03052018	F12	03052018-F12
NA19159.03052018.G02	NA19159	03052018	G02	03052018-G02
NA18517.03052018.G03	NA18517	03052018	G03	03052018-G03
NA18859.03052018.G04	NA18859	03052018	G04	03052018-G04
NA18517.03052018.G07	NA18517	03052018	G07	03052018-G07
NA19203.03052018.G08	NA19203	03052018	G08	03052018-G08
NA19203.03052018.G09	NA19203	03052018	G09	03052018-G09
NA18517.03052018.G10	NA18517	03052018	G10	03052018-G10
NA19159.03052018.G11	NA19159	03052018	G11	03052018-G11
NA19159.03052018.G12	NA19159	03052018	G12	03052018-G12
NA19159.03052018.H02	NA19159	03052018	H02	03052018-H02
NA19159.03052018.H03	NA19159	03052018	H03	03052018-H03
NA19203.03052018.H04	NA19203	03052018	H04	03052018-H04
NA18859.03052018.H05	NA18859	03052018	H05	03052018-H05
NA18517.03052018.H06	NA18517	03052018	H06	03052018-H06
NA19203.03052018.H07	NA19203	03052018	H07	03052018-H07
NA18517.03052018.H08	NA18517	03052018	H08	03052018-H08
NA18859.03052018.H09	NA18859	03052018	H09	03052018-H09
NA19203.03052018.H10	NA19203	03052018	H10	03052018-H10
NA18859.03052018.H11	NA18859	03052018	H11	03052018-H11
NA18505.03062018.A01	NA18505	03062018	A01	03062018-A01
NA18522.03062018.A04	NA18522	03062018	A04	03062018-A04
NA18505.03062018.A06	NA18505	03062018	A06	03062018-A06
NA18505.03062018.A07	NA18505	03062018	A07	03062018-A07
NA19159.03062018.A08	NA19159	03062018	A08	03062018-A08
NA18522.03062018.A10	NA18522	03062018	A10	03062018-A10
NA19159.03062018.A11	NA19159	03062018	A11	03062018-A11
NA19159.03062018.A12	NA19159	03062018	A12	03062018-A12
NA18505.03062018.B01	NA18505	03062018	B01	03062018-B01
NA19159.03062018.B03	NA19159	03062018	B03	03062018-B03
NA18522.03062018.B04	NA18522	03062018	B04	03062018-B04
NA19159.03062018.B05	NA19159	03062018	B05	03062018-B05
NA18505.03062018.B06	NA18505	03062018	B06	03062018-B06
NA18505.03062018.B07	NA18505	03062018	B07	03062018-B07
NA19159.03062018.B08	NA19159	03062018	B08	03062018-B08
NA18505.03062018.B09	NA18505	03062018	B09	03062018-B09
NA19159.03062018.B10	NA19159	03062018	B10	03062018-B10
NA19159.03062018.B11	NA19159	03062018	B11	03062018-B11
NA18522.03062018.B12	NA18522	03062018	B12	03062018-B12
NA18519.03062018.C03	NA18519	03062018	C03	03062018-C03
NA18505.03062018.C04	NA18505	03062018	C04	03062018-C04
NA18505.03062018.C05	NA18505	03062018	C05	03062018-C05
NA18519.03062018.C06	NA18519	03062018	C06	03062018-C06
NA18522.03062018.C07	NA18522	03062018	C07	03062018-C07
NA18522.03062018.C10	NA18522	03062018	C10	03062018-C10
NA19159.03062018.C11	NA19159	03062018	C11	03062018-C11
NA19159.03062018.C12	NA19159	03062018	C12	03062018-C12
NA18522.03062018.D01	NA18522	03062018	D01	03062018-D01
NA18522.03062018.D02	NA18522	03062018	D02	03062018-D02
NA18522.03062018.D03	NA18522	03062018	D03	03062018-D03
NA19159.03062018.D04	NA19159	03062018	D04	03062018-D04
NA18505.03062018.D05	NA18505	03062018	D05	03062018-D05
NA18522.03062018.D07	NA18522	03062018	D07	03062018-D07
NA19159.03062018.D08	NA19159	03062018	D08	03062018-D08
NA18522.03062018.D09	NA18522	03062018	D09	03062018-D09
NA19159.03062018.D10	NA19159	03062018	D10	03062018-D10
NA18522.03062018.D12	NA18522	03062018	D12	03062018-D12
NA18519.03062018.E01	NA18519	03062018	E01	03062018-E01
NA18505.03062018.E02	NA18505	03062018	E02	03062018-E02
NA18522.03062018.E03	NA18522	03062018	E03	03062018-E03
NA18505.03062018.E04	NA18505	03062018	E04	03062018-E04
NA19159.03062018.E05	NA19159	03062018	E05	03062018-E05
NA18505.03062018.E08	NA18505	03062018	E08	03062018-E08
NA18522.03062018.E09	NA18522	03062018	E09	03062018-E09
NA18519.03062018.E10	NA18519	03062018	E10	03062018-E10
NA18522.03062018.E12	NA18522	03062018	E12	03062018-E12
NA18519.03062018.F01	NA18519	03062018	F01	03062018-F01
NA18522.03062018.F02	NA18522	03062018	F02	03062018-F02
NA18505.03062018.F03	NA18505	03062018	F03	03062018-F03
NA18522.03062018.F04	NA18522	03062018	F04	03062018-F04
NA18522.03062018.F05	NA18522	03062018	F05	03062018-F05
NA18505.03062018.F06	NA18505	03062018	F06	03062018-F06
NA18505.03062018.F07	NA18505	03062018	F07	03062018-F07
NA18505.03062018.F08	NA18505	03062018	F08	03062018-F08
NA18522.03062018.F09	NA18522	03062018	F09	03062018-F09
NA18519.03062018.F11	NA18519	03062018	F11	03062018-F11
NA18519.03062018.F12	NA18519	03062018	F12	03062018-F12
NA18505.03062018.G01	NA18505	03062018	G01	03062018-G01
NA18519.03062018.G02	NA18519	03062018	G02	03062018-G02
NA18522.03062018.G04	NA18522	03062018	G04	03062018-G04
NA18522.03062018.G05	NA18522	03062018	G05	03062018-G05
NA18522.03062018.G06	NA18522	03062018	G06	03062018-G06
NA18522.03062018.G07	NA18522	03062018	G07	03062018-G07
NA18522.03062018.G08	NA18522	03062018	G08	03062018-G08
NA18522.03062018.G09	NA18522	03062018	G09	03062018-G09
NA18522.03062018.G10	NA18522	03062018	G10	03062018-G10
NA19159.03062018.G11	NA19159	03062018	G11	03062018-G11
NA19159.03062018.G12	NA19159	03062018	G12	03062018-G12
NA19159.03062018.H02	NA19159	03062018	H02	03062018-H02
NA18505.03062018.H04	NA18505	03062018	H04	03062018-H04
NA18505.03062018.H05	NA18505	03062018	H05	03062018-H05
NA19159.03062018.H06	NA19159	03062018	H06	03062018-H06
NA18505.03062018.H07	NA18505	03062018	H07	03062018-H07
NA19159.03062018.H08	NA19159	03062018	H08	03062018-H08
NA18522.03062018.H11	NA18522	03062018	H11	03062018-H11
NA18505.03062018.H12	NA18505	03062018	H12	03062018-H12
NA18519.03072018.A01	NA18519	03072018	A01	03072018-A01
NA19203.03072018.A02	NA19203	03072018	A02	03072018-A02
NA18522.03072018.A03	NA18522	03072018	A03	03072018-A03
NA18859.03072018.A06	NA18859	03072018	A06	03072018-A06
NA18859.03072018.A07	NA18859	03072018	A07	03072018-A07
NA18519.03072018.A09	NA18519	03072018	A09	03072018-A09
NA18859.03072018.A10	NA18859	03072018	A10	03072018-A10
NA18859.03072018.A11	NA18859	03072018	A11	03072018-A11
NA18519.03072018.B01	NA18519	03072018	B01	03072018-B01
NA18519.03072018.B02	NA18519	03072018	B02	03072018-B02
NA18859.03072018.B03	NA18859	03072018	B03	03072018-B03
NA19203.03072018.B04	NA19203	03072018	B04	03072018-B04
NA18522.03072018.B05	NA18522	03072018	B05	03072018-B05
NA18859.03072018.B06	NA18859	03072018	B06	03072018-B06
NA18519.03072018.B07	NA18519	03072018	B07	03072018-B07
