donorCell	donor	cellp1	cellp2	cell
NA18520.04052017.C10	NA18520	04052017	C10	04052017-C10
NA18852.04052017.C11	NA18852	04052017	C11	04052017-C11
NA18505.04052017.C12	NA18505	04052017	C12	04052017-C12
NA18520.04052017.D01	NA18520	04052017	D01	04052017-D01
NA18505.04052017.D02	NA18505	04052017	D02	04052017-D02
NA18505.04052017.D03	NA18505	04052017	D03	04052017-D03
NA18502.04052017.D04	NA18502	04052017	D04	04052017-D04
NA18502.04052017.D05	NA18502	04052017	D05	04052017-D05
NA18502.04052017.D06	NA18502	04052017	D06	04052017-D06
NA18502.04052017.D08	NA18502	04052017	D08	04052017-D08
NA18502.04052017.D09	NA18502	04052017	D09	04052017-D09
NA18852.04052017.D11	NA18852	04052017	D11	04052017-D11
NA18502.04052017.D12	NA18502	04052017	D12	04052017-D12
NA18852.04052017.E01	NA18852	04052017	E01	04052017-E01
NA18502.04052017.E02	NA18502	04052017	E02	04052017-E02
NA18852.04052017.E03	NA18852	04052017	E03	04052017-E03
NA18502.04052017.E04	NA18502	04052017	E04	04052017-E04
NA18502.04052017.E05	NA18502	04052017	E05	04052017-E05
NA18502.04052017.E07	NA18502	04052017	E07	04052017-E07
NA18502.04052017.E08	NA18502	04052017	E08	04052017-E08
NA18502.04052017.E09	NA18502	04052017	E09	04052017-E09
NA18502.04052017.E11	NA18502	04052017	E11	04052017-E11
NA18502.04052017.E12	NA18502	04052017	E12	04052017-E12
NA18502.04052017.F01	NA18502	04052017	F01	04052017-F01
NA18852.04052017.F02	NA18852	04052017	F02	04052017-F02
NA18852.04052017.F04	NA18852	04052017	F04	04052017-F04
NA18502.04052017.F05	NA18502	04052017	F05	04052017-F05
NA18502.04052017.F07	NA18502	04052017	F07	04052017-F07
NA18502.04052017.F09	NA18502	04052017	F09	04052017-F09
NA18502.04052017.F10	NA18502	04052017	F10	04052017-F10
NA18502.04052017.F11	NA18502	04052017	F11	04052017-F11
NA18520.04052017.G01	NA18520	04052017	G01	04052017-G01
NA18852.04052017.G02	NA18852	04052017	G02	04052017-G02
NA18502.04052017.G03	NA18502	04052017	G03	04052017-G03
NA18502.04052017.G04	NA18502	04052017	G04	04052017-G04
NA18520.04052017.G05	NA18520	04052017	G05	04052017-G05
NA18502.04052017.G06	NA18502	04052017	G06	04052017-G06
NA18502.04052017.G07	NA18502	04052017	G07	04052017-G07
NA18502.04052017.G08	NA18502	04052017	G08	04052017-G08
NA18520.04052017.G09	NA18520	04052017	G09	04052017-G09
NA18502.04052017.G10	NA18502	04052017	G10	04052017-G10
NA18520.04052017.G12	NA18520	04052017	G12	04052017-G12
NA18852.04052017.H01	NA18852	04052017	H01	04052017-H01
NA18502.04052017.H02	NA18502	04052017	H02	04052017-H02
NA18502.04052017.H03	NA18502	04052017	H03	04052017-H03
NA18852.04052017.H04	NA18852	04052017	H04	04052017-H04
NA18520.04052017.H05	NA18520	04052017	H05	04052017-H05
NA18520.04052017.H06	NA18520	04052017	H06	04052017-H06
NA18502.04052017.H07	NA18502	04052017	H07	04052017-H07
NA18520.04052017.H08	NA18520	04052017	H08	04052017-H08
NA18852.04052017.H09	NA18852	04052017	H09	04052017-H09
NA18502.04052017.H10	NA18502	04052017	H10	04052017-H10
NA18502.04052017.H11	NA18502	04052017	H11	04052017-H11
NA19092.04072017.A02	NA19092	04072017	A02	04072017-A02
NA18502.04072017.A03	NA18502	04072017	A03	04072017-A03
NA19092.04072017.A04	NA19092	04072017	A04	04072017-A04
NA19092.04072017.A05	NA19092	04072017	A05	04072017-A05
NA18502.04072017.A06	NA18502	04072017	A06	04072017-A06
NA19092.04072017.A07	NA19092	04072017	A07	04072017-A07
NA18856.04072017.A08	NA18856	04072017	A08	04072017-A08
NA19098.04072017.A09	NA19098	04072017	A09	04072017-A09
NA18502.04072017.A11	NA18502	04072017	A11	04072017-A11
NA19092.04072017.A12	NA19092	04072017	A12	04072017-A12
NA18856.04072017.B01	NA18856	04072017	B01	04072017-B01
NA19092.04072017.B02	NA19092	04072017	B02	04072017-B02
NA19092.04072017.B03	NA19092	04072017	B03	04072017-B03
NA19092.04072017.B04	NA19092	04072017	B04	04072017-B04
NA18856.04072017.B05	NA18856	04072017	B05	04072017-B05
NA18502.04072017.B06	NA18502	04072017	B06	04072017-B06
NA18856.04072017.B07	NA18856	04072017	B07	04072017-B07
NA19092.04072017.B08	NA19092	04072017	B08	04072017-B08
NA19092.04072017.B09	NA19092	04072017	B09	04072017-B09
NA18502.04072017.B10	NA18502	04072017	B10	04072017-B10
NA18502.04072017.B12	NA18502	04072017	B12	04072017-B12
NA18502.04072017.C01	NA18502	04072017	C01	04072017-C01
NA18502.04072017.C02	NA18502	04072017	C02	04072017-C02
NA19098.04072017.C03	NA19098	04072017	C03	04072017-C03
NA18502.04072017.C04	NA18502	04072017	C04	04072017-C04
NA18856.04072017.C05	NA18856	04072017	C05	04072017-C05
NA18856.04072017.C06	NA18856	04072017	C06	04072017-C06
NA18502.04072017.C07	NA18502	04072017	C07	04072017-C07
NA18502.04072017.C09	NA18502	04072017	C09	04072017-C09
NA18856.04072017.C10	NA18856	04072017	C10	04072017-C10
NA19092.04072017.C11	NA19092	04072017	C11	04072017-C11
NA18856.04072017.C12	NA18856	04072017	C12	04072017-C12
NA18856.04072017.D01	NA18856	04072017	D01	04072017-D01
NA18856.04072017.D03	NA18856	04072017	D03	04072017-D03
NA19092.04072017.D04	NA19092	04072017	D04	04072017-D04
NA19092.04072017.D05	NA19092	04072017	D05	04072017-D05
NA18502.04072017.D06	NA18502	04072017	D06	04072017-D06
NA18502.04072017.D07	NA18502	04072017	D07	04072017-D07
NA18856.04072017.D08	NA18856	04072017	D08	04072017-D08
NA19098.04072017.D09	NA19098	04072017	D09	04072017-D09
NA18856.04072017.D10	NA18856	04072017	D10	04072017-D10
NA18502.04072017.D11	NA18502	04072017	D11	04072017-D11
NA19092.04072017.D12	NA19092	04072017	D12	04072017-D12
NA18502.04072017.E01	NA18502	04072017	E01	04072017-E01
NA18502.04072017.E02	NA18502	04072017	E02	04072017-E02
NA18502.04072017.E03	NA18502	04072017	E03	04072017-E03
NA19098.04072017.E07	NA19098	04072017	E07	04072017-E07
NA18502.04072017.E08	NA18502	04072017	E08	04072017-E08
NA18502.04072017.E09	NA18502	04072017	E09	04072017-E09
NA19092.04072017.E10	NA19092	04072017	E10	04072017-E10
NA18502.04072017.E11	NA18502	04072017	E11	04072017-E11
NA18502.04072017.E12	NA18502	04072017	E12	04072017-E12
NA18502.04072017.F01	NA18502	04072017	F01	04072017-F01
NA18856.04072017.F02	NA18856	04072017	F02	04072017-F02
NA18856.04072017.F03	NA18856	04072017	F03	04072017-F03
NA19092.04072017.F04	NA19092	04072017	F04	04072017-F04
NA18856.04072017.F05	NA18856	04072017	F05	04072017-F05
NA19092.04072017.F06	NA19092	04072017	F06	04072017-F06
NA18502.04072017.F07	NA18502	04072017	F07	04072017-F07
NA18502.04072017.F09	NA18502	04072017	F09	04072017-F09
NA19092.04072017.F10	NA19092	04072017	F10	04072017-F10
NA19092.04072017.F11	NA19092	04072017	F11	04072017-F11
NA18856.04072017.F12	NA18856	04072017	F12	04072017-F12
NA18856.04072017.G02	NA18856	04072017	G02	04072017-G02
NA18856.04072017.G03	NA18856	04072017	G03	04072017-G03
NA19092.04072017.G04	NA19092	04072017	G04	04072017-G04
NA19092.04072017.G05	NA19092	04072017	G05	04072017-G05
NA18856.04072017.G06	NA18856	04072017	G06	04072017-G06
NA19098.04072017.G07	NA19098	04072017	G07	04072017-G07
NA18856.04072017.G08	NA18856	04072017	G08	04072017-G08
NA18502.04072017.G09	NA18502	04072017	G09	04072017-G09
NA18502.04072017.G10	NA18502	04072017	G10	04072017-G10
NA19098.04072017.G11	NA19098	04072017	G11	04072017-G11
NA19098.04072017.H01	NA19098	04072017	H01	04072017-H01
NA18856.04072017.H03	NA18856	04072017	H03	04072017-H03
NA19092.04072017.H04	NA19092	04072017	H04	04072017-H04
NA19092.04072017.H05	NA19092	04072017	H05	04072017-H05
NA18502.04072017.H06	NA18502	04072017	H06	04072017-H06
NA18502.04072017.H07	NA18502	04072017	H07	04072017-H07
NA18856.04072017.H08	NA18856	04072017	H08	04072017-H08
NA19092.04072017.H09	NA19092	04072017	H09	04072017-H09
NA19092.04072017.H10	NA19092	04072017	H10	04072017-H10
NA18852.04132017.A03	NA18852	04132017	A03	04132017-A03
NA18852.04132017.A05	NA18852	04132017	A05	04132017-A05
NA18498.04132017.A06	NA18498	04132017	A06	04132017-A06
NA19203.04132017.A09	NA19203	04132017	A09	04132017-A09
NA18852.04132017.A11	NA18852	04132017	A11	04132017-A11
NA18520.04132017.A12	NA18520	04132017	A12	04132017-A12
NA18520.04132017.B01	NA18520	04132017	B01	04132017-B01
NA18520.04132017.B05	NA18520	04132017	B05	04132017-B05
NA18520.04132017.B08	NA18520	04132017	B08	04132017-B08
NA18852.04132017.B11	NA18852	04132017	B11	04132017-B11
NA18520.04132017.B12	NA18520	04132017	B12	04132017-B12
NA18520.04132017.C01	NA18520	04132017	C01	04132017-C01
NA19203.04132017.C02	NA19203	04132017	C02	04132017-C02
NA18520.04132017.C05	NA18520	04132017	C05	04132017-C05
NA18498.04132017.C06	NA18498	04132017	C06	04132017-C06
NA19203.04132017.C08	NA19203	04132017	C08	04132017-C08
NA18852.04132017.C10	NA18852	04132017	C10	04132017-C10
NA18498.04132017.C11	NA18498	04132017	C11	04132017-C11
NA18852.04132017.D01	NA18852	04132017	D01	04132017-D01
NA18520.04132017.D05	NA18520	04132017	D05	04132017-D05
NA19203.04132017.D07	NA19203	04132017	D07	04132017-D07
NA19203.04132017.D08	NA19203	04132017	D08	04132017-D08
NA19203.04132017.D09	NA19203	04132017	D09	04132017-D09
NA19203.04132017.D10	NA19203	04132017	D10	04132017-D10
NA18852.04132017.E01	NA18852	04132017	E01	04132017-E01
NA18852.04132017.E02	NA18852	04132017	E02	04132017-E02
NA18520.04132017.E03	NA18520	04132017	E03	04132017-E03
NA19203.04132017.E04	NA19203	04132017	E04	04132017-E04
NA19203.04132017.E05	NA19203	04132017	E05	04132017-E05
NA18520.04132017.E06	NA18520	04132017	E06	04132017-E06
NA18520.04132017.E08	NA18520	04132017	E08	04132017-E08
NA18498.04132017.E09	NA18498	04132017	E09	04132017-E09
NA19203.04132017.E11	NA19203	04132017	E11	04132017-E11
NA18498.04132017.F01	NA18498	04132017	F01	04132017-F01
NA19203.04132017.F03	NA19203	04132017	F03	04132017-F03
NA18498.04132017.F04	NA18498	04132017	F04	04132017-F04
NA19203.04132017.F06	NA19203	04132017	F06	04132017-F06
NA19203.04132017.F09	NA19203	04132017	F09	04132017-F09
NA18852.04132017.F12	NA18852	04132017	F12	04132017-F12
NA18520.04132017.G01	NA18520	04132017	G01	04132017-G01
NA18520.04132017.G03	NA18520	04132017	G03	04132017-G03
NA18520.04132017.G08	NA18520	04132017	G08	04132017-G08
NA19203.04132017.G09	NA19203	04132017	G09	04132017-G09
NA18520.04132017.G10	NA18520	04132017	G10	04132017-G10
NA18852.04132017.G11	NA18852	04132017	G11	04132017-G11
NA18520.04132017.H01	NA18520	04132017	H01	04132017-H01
NA19203.04132017.H03	NA19203	04132017	H03	04132017-H03
NA18520.04132017.H07	NA18520	04132017	H07	04132017-H07
NA18852.04132017.H09	NA18852	04132017	H09	04132017-H09
NA18498.04132017.H12	NA18498	04132017	H12	04132017-H12
NA18520.04142017.A03	NA18520	04142017	A03	04142017-A03
NA18520.04142017.A05	NA18520	04142017	A05	04142017-A05
NA18520.04142017.A06	NA18520	04142017	A06	04142017-A06
NA18520.04142017.A08	NA18520	04142017	A08	04142017-A08
NA19203.04142017.A09	NA19203	04142017	A09	04142017-A09
NA18507.04142017.A10	NA18507	04142017	A10	04142017-A10
NA18520.04142017.A11	NA18520	04142017	A11	04142017-A11
NA18507.04142017.A12	NA18507	04142017	A12	04142017-A12
NA18520.04142017.B01	NA18520	04142017	B01	04142017-B01
NA18507.04142017.B04	NA18507	04142017	B04	04142017-B04
NA18507.04142017.B08	NA18507	04142017	B08	04142017-B08
NA18498.04142017.B09	NA18498	04142017	B09	04142017-B09
NA18507.04142017.B10	NA18507	04142017	B10	04142017-B10
NA19203.04142017.B11	NA19203	04142017	B11	04142017-B11
NA19203.04142017.B12	NA19203	04142017	B12	04142017-B12
NA18520.04142017.C01	NA18520	04142017	C01	04142017-C01
NA18507.04142017.C02	NA18507	04142017	C02	04142017-C02
NA18520.04142017.C03	NA18520	04142017	C03	04142017-C03
NA18507.04142017.C04	NA18507	04142017	C04	04142017-C04
NA18520.04142017.C06	NA18520	04142017	C06	04142017-C06
NA18520.04142017.C08	NA18520	04142017	C08	04142017-C08
NA18520.04142017.C09	NA18520	04142017	C09	04142017-C09
NA18507.04142017.C10	NA18507	04142017	C10	04142017-C10
NA18520.04142017.C11	NA18520	04142017	C11	04142017-C11
NA18507.04142017.C12	NA18507	04142017	C12	04142017-C12
NA18507.04142017.D02	NA18507	04142017	D02	04142017-D02
NA18520.04142017.D05	NA18520	04142017	D05	04142017-D05
NA18520.04142017.D06	NA18520	04142017	D06	04142017-D06
NA18507.04142017.D07	NA18507	04142017	D07	04142017-D07
NA18520.04142017.D08	NA18520	04142017	D08	04142017-D08
NA19203.04142017.D09	NA19203	04142017	D09	04142017-D09
NA19203.04142017.D12	NA19203	04142017	D12	04142017-D12
NA18520.04142017.E01	NA18520	04142017	E01	04142017-E01
NA18520.04142017.E02	NA18520	04142017	E02	04142017-E02
NA19203.04142017.E03	NA19203	04142017	E03	04142017-E03
NA18520.04142017.E04	NA18520	04142017	E04	04142017-E04
NA18498.04142017.E06	NA18498	04142017	E06	04142017-E06
NA18507.04142017.E08	NA18507	04142017	E08	04142017-E08
NA18498.04142017.E09	NA18498	04142017	E09	04142017-E09
NA18520.04142017.E12	NA18520	04142017	E12	04142017-E12
NA18520.04142017.F01	NA18520	04142017	F01	04142017-F01
NA18520.04142017.F02	NA18520	04142017	F02	04142017-F02
NA18520.04142017.F03	NA18520	04142017	F03	04142017-F03
NA19203.04142017.F04	NA19203	04142017	F04	04142017-F04
NA18507.04142017.F05	NA18507	04142017	F05	04142017-F05
NA18520.04142017.F08	NA18520	04142017	F08	04142017-F08
NA18520.04142017.F09	NA18520	04142017	F09	04142017-F09
NA18498.04142017.F11	NA18498	04142017	F11	04142017-F11
NA18520.04142017.F12	NA18520	04142017	F12	04142017-F12
NA18520.04142017.G01	NA18520	04142017	G01	04142017-G01
NA18520.04142017.G02	NA18520	04142017	G02	04142017-G02
NA18520.04142017.G03	NA18520	04142017	G03	04142017-G03
NA18520.04142017.G04	NA18520	04142017	G04	04142017-G04
NA18507.04142017.G06	NA18507	04142017	G06	04142017-G06
NA18507.04142017.G08	NA18507	04142017	G08	04142017-G08
NA19203.04142017.G09	NA19203	04142017	G09	04142017-G09
NA18520.04142017.G10	NA18520	04142017	G10	04142017-G10
NA18498.04142017.G11	NA18498	04142017	G11	04142017-G11
NA18498.04142017.G12	NA18498	04142017	G12	04142017-G12
NA18520.04142017.H03	NA18520	04142017	H03	04142017-H03
NA18498.04142017.H04	NA18498	04142017	H04	04142017-H04
NA18520.04142017.H05	NA18520	04142017	H05	04142017-H05
NA18520.04142017.H06	NA18520	04142017	H06	04142017-H06
NA18507.04142017.H08	NA18507	04142017	H08	04142017-H08
NA18520.04142017.H09	NA18520	04142017	H09	04142017-H09
NA18507.04142017.H10	NA18507	04142017	H10	04142017-H10
NA19203.04142017.H11	NA19203	04142017	H11	04142017-H11
NA18856.04202017.A01	NA18856	04202017	A01	04202017-A01
NA18856.04202017.A03	NA18856	04202017	A03	04202017-A03
NA18856.04202017.A04	NA18856	04202017	A04	04202017-A04
NA18508.04202017.A06	NA18508	04202017	A06	04202017-A06
NA19190.04202017.A07	NA19190	04202017	A07	04202017-A07
NA18856.04202017.A08	NA18856	04202017	A08	04202017-A08
NA19190.04202017.A09	NA19190	04202017	A09	04202017-A09
NA18498.04202017.A10	NA18498	04202017	A10	04202017-A10
NA18508.04202017.B01	NA18508	04202017	B01	04202017-B01
NA19190.04202017.B02	NA19190	04202017	B02	04202017-B02
NA18508.04202017.B04	NA18508	04202017	B04	04202017-B04
NA18508.04202017.B06	NA18508	04202017	B06	04202017-B06
NA18856.04202017.B08	NA18856	04202017	B08	04202017-B08
NA18508.04202017.B09	NA18508	04202017	B09	04202017-B09
NA18508.04202017.B10	NA18508	04202017	B10	04202017-B10
NA18856.04202017.B11	NA18856	04202017	B11	04202017-B11
NA18856.04202017.B12	NA18856	04202017	B12	04202017-B12
NA18508.04202017.C01	NA18508	04202017	C01	04202017-C01
NA18508.04202017.C02	NA18508	04202017	C02	04202017-C02
NA18508.04202017.C03	NA18508	04202017	C03	04202017-C03
NA18508.04202017.C04	NA18508	04202017	C04	04202017-C04
NA19190.04202017.C05	NA19190	04202017	C05	04202017-C05
NA18508.04202017.C06	NA18508	04202017	C06	04202017-C06
NA18508.04202017.C07	NA18508	04202017	C07	04202017-C07
NA19190.04202017.C08	NA19190	04202017	C08	04202017-C08
NA18856.04202017.C09	NA18856	04202017	C09	04202017-C09
NA18856.04202017.C10	NA18856	04202017	C10	04202017-C10
NA19190.04202017.C11	NA19190	04202017	C11	04202017-C11
NA19190.04202017.C12	NA19190	04202017	C12	04202017-C12
NA19190.04202017.D01	NA19190	04202017	D01	04202017-D01
NA18856.04202017.D02	NA18856	04202017	D02	04202017-D02
NA18856.04202017.D03	NA18856	04202017	D03	04202017-D03
NA19190.04202017.D04	NA19190	04202017	D04	04202017-D04
NA18508.04202017.D06	NA18508	04202017	D06	04202017-D06
NA18498.04202017.D07	NA18498	04202017	D07	04202017-D07
NA18856.04202017.D08	NA18856	04202017	D08	04202017-D08
NA19190.04202017.D09	NA19190	04202017	D09	04202017-D09
NA18856.04202017.D10	NA18856	04202017	D10	04202017-D10
NA19190.04202017.D11	NA19190	04202017	D11	04202017-D11
NA18508.04202017.D12	NA18508	04202017	D12	04202017-D12
NA18508.04202017.E01	NA18508	04202017	E01	04202017-E01
NA18508.04202017.E02	NA18508	04202017	E02	04202017-E02
NA18856.04202017.E03	NA18856	04202017	E03	04202017-E03
NA18508.04202017.E04	NA18508	04202017	E04	04202017-E04
NA19190.04202017.E05	NA19190	04202017	E05	04202017-E05
NA19190.04202017.E09	NA19190	04202017	E09	04202017-E09
NA18856.04202017.E10	NA18856	04202017	E10	04202017-E10
NA18508.04202017.E12	NA18508	04202017	E12	04202017-E12
NA18508.04202017.F01	NA18508	04202017	F01	04202017-F01
NA18498.04202017.F03	NA18498	04202017	F03	04202017-F03
NA18856.04202017.F04	NA18856	04202017	F04	04202017-F04
NA19190.04202017.F06	NA19190	04202017	F06	04202017-F06
NA18856.04202017.F07	NA18856	04202017	F07	04202017-F07
NA18856.04202017.F08	NA18856	04202017	F08	04202017-F08
NA18856.04202017.F10	NA18856	04202017	F10	04202017-F10
NA18856.04202017.F12	NA18856	04202017	F12	04202017-F12
NA18856.04202017.G01	NA18856	04202017	G01	04202017-G01
NA18508.04202017.G02	NA18508	04202017	G02	04202017-G02
NA18498.04202017.G03	NA18498	04202017	G03	04202017-G03
NA18508.04202017.G04	NA18508	04202017	G04	04202017-G04
NA19190.04202017.G05	NA19190	04202017	G05	04202017-G05
NA18508.04202017.G07	NA18508	04202017	G07	04202017-G07
NA18856.04202017.G08	NA18856	04202017	G08	04202017-G08
NA18856.04202017.G09	NA18856	04202017	G09	04202017-G09
NA18856.04202017.G10	NA18856	04202017	G10	04202017-G10
NA18498.04202017.G12	NA18498	04202017	G12	04202017-G12
NA18508.04202017.H06	NA18508	04202017	H06	04202017-H06
NA19257.08102017.A01	NA19257	08102017	A01	08102017-A01
NA18501.08102017.A03	NA18501	08102017	A03	08102017-A03
NA18499.08102017.A04	NA18499	08102017	A04	08102017-A04
NA18507.08102017.A06	NA18507	08102017	A06	08102017-A06
NA18507.08102017.A07	NA18507	08102017	A07	08102017-A07
NA18501.08102017.A09	NA18501	08102017	A09	08102017-A09
NA18499.08102017.A10	NA18499	08102017	A10	08102017-A10
NA19257.08102017.A12	NA19257	08102017	A12	08102017-A12
NA18507.08102017.B01	NA18507	08102017	B01	08102017-B01
NA18501.08102017.B02	NA18501	08102017	B02	08102017-B02
NA18499.08102017.B03	NA18499	08102017	B03	08102017-B03
NA18507.08102017.B05	NA18507	08102017	B05	08102017-B05
NA18507.08102017.B06	NA18507	08102017	B06	08102017-B06
NA18507.08102017.B07	NA18507	08102017	B07	08102017-B07
NA18499.08102017.B08	NA18499	08102017	B08	08102017-B08
NA18507.08102017.B09	NA18507	08102017	B09	08102017-B09
NA18499.08102017.B10	NA18499	08102017	B10	08102017-B10
NA18501.08102017.B11	NA18501	08102017	B11	08102017-B11
NA18501.08102017.B12	NA18501	08102017	B12	08102017-B12
NA19257.08102017.C01	NA19257	08102017	C01	08102017-C01
NA18501.08102017.C02	NA18501	08102017	C02	08102017-C02
NA18501.08102017.C03	NA18501	08102017	C03	08102017-C03
NA18507.08102017.C04	NA18507	08102017	C04	08102017-C04
NA18507.08102017.C05	NA18507	08102017	C05	08102017-C05
NA18507.08102017.C06	NA18507	08102017	C06	08102017-C06
NA19257.08102017.C07	NA19257	08102017	C07	08102017-C07
NA18501.08102017.C09	NA18501	08102017	C09	08102017-C09
NA18499.08102017.C10	NA18499	08102017	C10	08102017-C10
NA18499.08102017.C11	NA18499	08102017	C11	08102017-C11
NA18507.08102017.C12	NA18507	08102017	C12	08102017-C12
NA18499.08102017.D02	NA18499	08102017	D02	08102017-D02
NA18507.08102017.D03	NA18507	08102017	D03	08102017-D03
NA18501.08102017.D04	NA18501	08102017	D04	08102017-D04
NA18501.08102017.D06	NA18501	08102017	D06	08102017-D06
NA18507.08102017.D10	NA18507	08102017	D10	08102017-D10
NA18499.08102017.D11	NA18499	08102017	D11	08102017-D11
NA18499.08102017.D12	NA18499	08102017	D12	08102017-D12
NA19257.08102017.E01	NA19257	08102017	E01	08102017-E01
NA18499.08102017.E02	NA18499	08102017	E02	08102017-E02
NA18499.08102017.E04	NA18499	08102017	E04	08102017-E04
NA18501.08102017.E05	NA18501	08102017	E05	08102017-E05
NA18507.08102017.E08	NA18507	08102017	E08	08102017-E08
NA18507.08102017.E09	NA18507	08102017	E09	08102017-E09
NA18501.08102017.E10	NA18501	08102017	E10	08102017-E10
NA19257.08102017.E11	NA19257	08102017	E11	08102017-E11
NA18501.08102017.F01	NA18501	08102017	F01	08102017-F01
NA18507.08102017.F02	NA18507	08102017	F02	08102017-F02
NA18507.08102017.F03	NA18507	08102017	F03	08102017-F03
NA18507.08102017.F04	NA18507	08102017	F04	08102017-F04
NA19257.08102017.F05	NA19257	08102017	F05	08102017-F05
NA18507.08102017.F06	NA18507	08102017	F06	08102017-F06
NA18501.08102017.F09	NA18501	08102017	F09	08102017-F09
NA18501.08102017.F10	NA18501	08102017	F10	08102017-F10
NA19257.08102017.F11	NA19257	08102017	F11	08102017-F11
NA18499.08102017.F12	NA18499	08102017	F12	08102017-F12
NA19257.08102017.G01	NA19257	08102017	G01	08102017-G01
NA19257.08102017.G02	NA19257	08102017	G02	08102017-G02
NA19257.08102017.G03	NA19257	08102017	G03	08102017-G03
NA19257.08102017.G04	NA19257	08102017	G04	08102017-G04
NA18501.08102017.G05	NA18501	08102017	G05	08102017-G05
NA18499.08102017.G06	NA18499	08102017	G06	08102017-G06
NA18501.08102017.G08	NA18501	08102017	G08	08102017-G08
NA18501.08102017.G09	NA18501	08102017	G09	08102017-G09
NA18499.08102017.G10	NA18499	08102017	G10	08102017-G10
NA18501.08102017.G12	NA18501	08102017	G12	08102017-G12
NA19257.08102017.H01	NA19257	08102017	H01	08102017-H01
NA19257.08102017.H02	NA19257	08102017	H02	08102017-H02
NA18501.08102017.H03	NA18501	08102017	H03	08102017-H03
NA19257.08102017.H06	NA19257	08102017	H06	08102017-H06
NA18507.08102017.H07	NA18507	08102017	H07	08102017-H07
NA18501.08102017.H08	NA18501	08102017	H08	08102017-H08
NA18507.08102017.H09	NA18507	08102017	H09	08102017-H09
NA18507.08102017.H10	NA18507	08102017	H10	08102017-H10
NA18501.08102017.H11	NA18501	08102017	H11	08102017-H11
NA18501.08102017.H12	NA18501	08102017	H12	08102017-H12
NA18853.08112017.A02	NA18853	08112017	A02	08112017-A02
NA18853.08112017.A04	NA18853	08112017	A04	08112017-A04
NA19210.08112017.A05	NA19210	08112017	A05	08112017-A05
NA18853.08112017.A06	NA18853	08112017	A06	08112017-A06
NA19210.08112017.A07	NA19210	08112017	A07	08112017-A07
NA18853.08112017.A08	NA18853	08112017	A08	08112017-A08
NA18508.08112017.A09	NA18508	08112017	A09	08112017-A09
NA18508.08112017.A10	NA18508	08112017	A10	08112017-A10
NA19210.08112017.A11	NA19210	08112017	A11	08112017-A11
NA18508.08112017.A12	NA18508	08112017	A12	08112017-A12
NA18508.08112017.B02	NA18508	08112017	B02	08112017-B02
NA18853.08112017.B04	NA18853	08112017	B04	08112017-B04
NA19257.08112017.B06	NA19257	08112017	B06	08112017-B06
NA19257.08112017.B08	NA19257	08112017	B08	08112017-B08
NA19210.08112017.B09	NA19210	08112017	B09	08112017-B09
NA18508.08112017.B10	NA18508	08112017	B10	08112017-B10
NA18508.08112017.B11	NA18508	08112017	B11	08112017-B11
NA18508.08112017.C01	NA18508	08112017	C01	08112017-C01
NA18508.08112017.C02	NA18508	08112017	C02	08112017-C02
NA19210.08112017.C03	NA19210	08112017	C03	08112017-C03
NA18508.08112017.C04	NA18508	08112017	C04	08112017-C04
NA18508.08112017.C05	NA18508	08112017	C05	08112017-C05
NA18853.08112017.C06	NA18853	08112017	C06	08112017-C06
NA19210.08112017.C08	NA19210	08112017	C08	08112017-C08
NA19210.08112017.C09	NA19210	08112017	C09	08112017-C09
NA18853.08112017.C11	NA18853	08112017	C11	08112017-C11
NA18508.08112017.C12	NA18508	08112017	C12	08112017-C12
NA18508.08112017.D01	NA18508	08112017	D01	08112017-D01
NA18508.08112017.D05	NA18508	08112017	D05	08112017-D05
NA19210.08112017.D07	NA19210	08112017	D07	08112017-D07
NA18508.08112017.D09	NA18508	08112017	D09	08112017-D09
NA18853.08112017.D10	NA18853	08112017	D10	08112017-D10
NA19257.08112017.D11	NA19257	08112017	D11	08112017-D11
NA19210.08112017.D12	NA19210	08112017	D12	08112017-D12
NA19257.08112017.E02	NA19257	08112017	E02	08112017-E02
NA19257.08112017.E03	NA19257	08112017	E03	08112017-E03
NA18853.08112017.E04	NA18853	08112017	E04	08112017-E04
NA19210.08112017.E05	NA19210	08112017	E05	08112017-E05
NA19257.08112017.E06	NA19257	08112017	E06	08112017-E06
NA18508.08112017.E07	NA18508	08112017	E07	08112017-E07
NA18508.08112017.E08	NA18508	08112017	E08	08112017-E08
NA18853.08112017.E09	NA18853	08112017	E09	08112017-E09
NA18508.08112017.E11	NA18508	08112017	E11	08112017-E11
NA19210.08112017.E12	NA19210	08112017	E12	08112017-E12
NA19257.08112017.F03	NA19257	08112017	F03	08112017-F03
NA18853.08112017.F04	NA18853	08112017	F04	08112017-F04
NA18853.08112017.F05	NA18853	08112017	F05	08112017-F05
NA19210.08112017.F07	NA19210	08112017	F07	08112017-F07
NA18508.08112017.F08	NA18508	08112017	F08	08112017-F08
NA19257.08112017.F10	NA19257	08112017	F10	08112017-F10
NA18853.08112017.F11	NA18853	08112017	F11	08112017-F11
NA18508.08112017.F12	NA18508	08112017	F12	08112017-F12
NA19257.08112017.G02	NA19257	08112017	G02	08112017-G02
NA19210.08112017.G03	NA19210	08112017	G03	08112017-G03
NA18508.08112017.G04	NA18508	08112017	G04	08112017-G04
NA18508.08112017.G05	NA18508	08112017	G05	08112017-G05
